Caption / Title,Item ID,Digital Image ID,Digital Image Source ID,Series ID,Series Title,Coverage Temporal,Coverage Place,Creating Agency ID,Creating Agency Title
Speech sent to the Governors Office from R. B. Orchard M.P. Chairman of the Commonwealth Peace Celebrations Committee to be read on the occasion of Peace Souvenir Medal presentation July 1919,ITM2107262,DR26119,https://www.archivessearch.qld.gov.au/api/download_file/DR26119,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
State of Queensland voting results by division in the Commonwealth of Australia Military Service Referendum 20 December 1917,ITM2041892,DR25240,https://www.archivessearch.qld.gov.au/api/download_file/DR25240,S13320,Statistical Returns,1910 to 1919,Queensland,A19,Justice Department 
State of Queensland voting results in the Commonwealth of Australia Military Service Referendum 20 December 1917,ITM1139156,DR2903,https://www.archivessearch.qld.gov.au/api/download_file/DR2903,S13320,Statistical Returns,1910 to 1919,Queensland,A19,Justice Department 
Statement by the Criminal Investigation Branch re the investigations into the shooting of Lieutenant McKay during a conscription meeting at the domain,ITM2041783,DR25161,https://www.archivessearch.qld.gov.au/api/download_file/DR25161,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Statements reports telegrams and newspaper extracts concerning the Prime Minister W.M. Hughes and the egg throwing incident at Warwick Railway Station 29 November 1917 to 6 December 1917,ITM2036411,DR25106,https://www.archivessearch.qld.gov.au/api/download_file/DR25106,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Statutory declaration from Mark Percival Ernest Shield and follow-up request from State Recruiting Committee of Queensland to Commissioner of Police Brisbane about undertaking discreet inquiries 7 November 1917 to 9 November 1917,ITM2041166,DR25151,https://www.archivessearch.qld.gov.au/api/download_file/DR25151,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Suggestion by Bertram J Steele for protective apparatus to be used by soldiers when exposed to deadly gases 26 May 1915 to 17 June 1915,ITM2043640,DR25251,https://www.archivessearch.qld.gov.au/api/download_file/DR25251,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Summary of state by state results of Commonwealth of Australia referendums held in 1906 1910 1911 1913 1916 1917 published on 15 March 1918,ITM2041891,DR25239,https://www.archivessearch.qld.gov.au/api/download_file/DR25239,S13320,Statistical Returns,1910 to 1919,Queensland,A19,Justice Department 
Summary report to Major Wallace Brown 1st Military District from the Commisoner of Police listing alien subjects to whom parole has been granted in Queensland 6 April 1915 to 7 April 1915,ITM2111951,DR26627,https://www.archivessearch.qld.gov.au/api/download_file/DR26627,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Summons issued to defendant Thomas Joseph Ryan upon complaint and commanding him to appear at the Police Court of Brisbane 29 November 1917,ITM2119769,DR26705,https://www.archivessearch.qld.gov.au/api/download_file/DR26705,S13274,Briefs and Associated Papers,1910 to 1919,Brisbane City,A19,Justice Department 
Survey plan of Anzac Square site with certification by the surveyor Frederick John Charlton 3 November 1919,ITM2057071,DR25867,https://www.archivessearch.qld.gov.au/api/download_file/DR25867,S17925,Reserve Files,1910 to 1919,Brisbane City,A18,Lands Department
Sympathy letter to Mr and Mrs Lindsay Deuchar from the Premier of Queensland TJ Ryan about the death of their son Erle Deuchar 8 June 1915,ITM2109302,DR26151,https://www.archivessearch.qld.gov.au/api/download_file/DR26151,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,An/a,n/a
Sympathy letter to Mr Bernays from the Premier of Queensland T.J. Ryan about the death of his son Roy Marr Bernays 8 June 1915,ITM2109115,DR26150,https://www.archivessearch.qld.gov.au/api/download_file/DR26150,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,An/a,n/a
Sympathy letter to Mr Justice Rich High Court of Australia from the Premier of Queensland T. J. Ryan about the death of his son 8 June 1915,ITM2109114,DR26149,https://www.archivessearch.qld.gov.au/api/download_file/DR26149,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,An/a,n/a
Table detailing supplies of goods in truck loads and distances in miles for Queensland New South Wales Victoria South Australian and Western Australia circa 1915 to 1919,ITM1994555,DR24610,https://www.archivessearch.qld.gov.au/api/download_file/DR24610,S16753,Queensland War Council Miscellaneous Files,Various decades,Queensland,A1674,Queensland War Council
Telegram and transcription from the Governor General of Australia inviting the Governor of Queensland to take the salute at the Peace Celebrations naval and Military match 2 May 1919 to 7 May 1919,ITM2125363,DR26751,https://www.archivessearch.qld.gov.au/api/download_file/DR26751,S1139,Official Correspondence,1910 to 1919,Brisbane City,A910,Office of the Governor of Queensland
Telegram from Joseph Cook Prime Minister of Australia to the Premier of Queensland advising that official information had been received that war has broken out with Austria Hungary 13 August 1914,ITM2123881,DR26722,https://www.archivessearch.qld.gov.au/api/download_file/DR26722,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Telegram from Joseph Cook Prime Minister of Australia to the Premier of Queensland thanking him for offers of cooperation and assistance in connection with the news that war had broken out with Germany,ITM2120792,DR26718,https://www.archivessearch.qld.gov.au/api/download_file/DR26718,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Telegram from Prime Minister W M Hughes to the Commissioner for Police regarding being assaulted during a public meeting at Warwick and the refusal of the police to arrest the ring leaders 29 November 1917,ITM1137571,DR2801,https://www.archivessearch.qld.gov.au/api/download_file/DR2801,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Telegram from the Agent General London requesting Queensland Patriotic Committee send jams preserved fruits honey golden syrup and butter in preference to tinned beef 23 July 1915 to 26 July 1915,ITM1999837,DR25105,https://www.archivessearch.qld.gov.au/api/download_file/DR25105,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Telegram from the Governor General of Australia and letter from Governor of Queensland conveying message from His Majestys Government about Australian troops at the Dardanelles 26 April 1915 to 1 May 1915,ITM2046838,DR25266,https://www.archivessearch.qld.gov.au/api/download_file/DR25266,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Telegram to Brown Railways Townsville from Steer Assistant Director of Railway Transport about the movement of men and material to Thursday Island via Townsville 3 August 1914,ITM2148295,DR27013,https://www.archivessearch.qld.gov.au/api/download_file/DR27013,S9790,Hard Batch Series,1910 to 1919,Torres Shire,A366,Railway Department
Telegram to Commissioner of Police Brisbane from Cloncurry Police Station about Constables Walsh and Lucas volunteering for the First World War 23 September 1914,ITM2187871,DR27324,https://www.archivessearch.qld.gov.au/api/download_file/DR27324,S16865,General Correspondence,1910 to 1919,Cloncurry Shire,A1521,Police Department Police Service Commissioners Office
Telegram to Mr Denham Premier of Queensland from Biboohra Meat Export Company Limited offering to donate one hundred fifty cases each containing two dozen Ox tongues as war relief 12 September 1914 - 6 October 1914,ITM1993195,DR24562,https://www.archivessearch.qld.gov.au/api/download_file/DR24562,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Telegram to Postmaster Generals Department Queensland notification that War has broken out between Great Britain and Turkey and Turkish subjects are to report to Police 6 to 12 November 1914,ITM1994542,DR24591,https://www.archivessearch.qld.gov.au/api/download_file/DR24591,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Telegram to the Premier of Queensland from Joseph Cook Prime Minister of Australia advising that official information had been received that war has broken out with Germany 5 August 1914,ITM2120789,DR26715,https://www.archivessearch.qld.gov.au/api/download_file/DR26715,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Telegrams to the Governor of Queensland from Andrew Fisher Prime Minister of Australia providing battle and Expeditionary Force information as conveyed by the High Commission London 26 September 1914,ITM2105340,DR26084,https://www.archivessearch.qld.gov.au/api/download_file/DR26084,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Telegraph Literary staff c. 1916,ITM2105337,DR26081,https://www.archivessearch.qld.gov.au/api/download_file/DR26081,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Queensland,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
The Discharged Soldiers Settlement Bill to be enacted as the Discharged Soldiers Settlement Act of 1917 and supporting letters sent to the Governor of Queensland from the Attorney General and Clerk of the Parliaments 15 February 1917,ITM2111937,DR26614,https://www.archivessearch.qld.gov.au/api/download_file/DR26614,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Toowong Park Soldiers Memorial letter 2 June 1922,ITM713936,DR24345,https://www.archivessearch.qld.gov.au/api/download_file/DR24345,S4264,Toowong Park Soldiers Memorial Correspondence,1920 to 1929,Brisbane City,A10318,War Memorial Committee
Transcript of telegram to the Prime Minister of Australia from D. Denham Premier of Queensland responding to the news that war with Germany had broken out,ITM2120790,DR26716,https://www.archivessearch.qld.gov.au/api/download_file/DR26716,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Translation of an excerpt from the Russian newspaper Izvestia published in Brisbane 10 December 1915,ITM1401774,DR5372,https://www.archivessearch.qld.gov.au/api/download_file/DR5372,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Translation of an excerpt from the Russian newspaper Izvestia published in Brisbane 23 September 1915,ITM1401775,DR5373,https://www.archivessearch.qld.gov.au/api/download_file/DR5373,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Translation of cipher message received by the Chief Secretarys Office Brisbane from the Commander in Chief India declining the offer of 7lb tins tons of jam 16 August 1917,ITM1653881,DR22193,https://www.archivessearch.qld.gov.au/api/download_file/DR22193,S5402,Inwards and General Correspondence,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Various local authorities pledging their support and assistance to the government by organising the community for the purpose of war 9 August 1915 to 26 August 1915,ITM2041812,DR25189,https://www.archivessearch.qld.gov.au/api/download_file/DR25189,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
